[Mon Nov 26 12:33:19.078082 2018] [ssl:warn] [pid 677] AH01906: RSA server certificate is a CA certificate (BasicConstraints: CA == TRUE !?)
[Mon Nov 26 12:33:19.184996 2018] [ssl:warn] [pid 678] AH01906: RSA server certificate is a CA certificate (BasicConstraints: CA == TRUE !?)
[Mon Nov 26 12:36:57.094114 2018] [php7:notice] [pid 735] [client 172.17.0.1:60198] PHP Notice:  Undefined variable: _SESSION in /var/www/html/volley-app.com/public_html/login.php on line 132
[Mon Nov 26 12:36:58.133059 2018] [php7:error] [pid 741] [client 172.17.0.1:60234] PHP Fatal error:  Uncaught Error: Cannot use object of type stdClass as array in /var/www/html/volley-app.com/public_html/lib/dbq.php:181\nStack trace:\n#0 /var/www/html/volley-app.com/public_html/lib/dbq.php(104): get_shed_users('1', Object(mysqli))\n#1 /var/www/html/volley-app.com/public_html/lib/dbq.php(41): td_and_modal(Array, Object(mysqli))\n#2 /var/www/html/volley-app.com/public_html/index.php(7): get_alltraining(Object(mysqli))\n#3 {main}\n  thrown in /var/www/html/volley-app.com/public_html/lib/dbq.php on line 181
[Mon Nov 26 12:39:43.942612 2018] [php7:notice] [pid 738] [client 172.17.0.1:60260] PHP Notice:  Undefined variable: _SESSION in /var/www/html/volley-app.com/public_html/login.php on line 132
[Mon Nov 26 12:39:44.999458 2018] [php7:error] [pid 683] [client 172.17.0.1:60294] PHP Fatal error:  Uncaught Error: Cannot use object of type stdClass as array in /var/www/html/volley-app.com/public_html/lib/dbq.php:181\nStack trace:\n#0 /var/www/html/volley-app.com/public_html/lib/dbq.php(104): get_shed_users('1', Object(mysqli))\n#1 /var/www/html/volley-app.com/public_html/lib/dbq.php(41): td_and_modal(Array, Object(mysqli))\n#2 /var/www/html/volley-app.com/public_html/index.php(7): get_alltraining(Object(mysqli))\n#3 {main}\n  thrown in /var/www/html/volley-app.com/public_html/lib/dbq.php on line 181
[Mon Nov 26 12:40:11.984515 2018] [php7:notice] [pid 739] [client 172.17.0.1:60306] PHP Notice:  Undefined variable: _SESSION in /var/www/html/volley-app.com/public_html/login.php on line 132
[Mon Nov 26 12:41:44.399594 2018] [php7:notice] [pid 739] [client 172.17.0.1:32812] PHP Notice:  Undefined variable: _SESSION in /var/www/html/volley-app.com/public_html/login.php on line 132
[Mon Nov 26 12:41:45.196300 2018] [php7:error] [pid 736] [client 172.17.0.1:32846] PHP Fatal error:  Uncaught Error: Cannot use object of type stdClass as array in /var/www/html/volley-app.com/public_html/lib/dbq.php:181\nStack trace:\n#0 /var/www/html/volley-app.com/public_html/lib/dbq.php(104): get_shed_users('1', Object(mysqli))\n#1 /var/www/html/volley-app.com/public_html/lib/dbq.php(41): td_and_modal(Array, Object(mysqli))\n#2 /var/www/html/volley-app.com/public_html/index.php(7): get_alltraining(Object(mysqli))\n#3 {main}\n  thrown in /var/www/html/volley-app.com/public_html/lib/dbq.php on line 181
[Mon Nov 26 12:45:42.344222 2018] [php7:notice] [pid 684] [client 172.17.0.1:34770] PHP Notice:  Undefined variable: _SESSION in /var/www/html/volley-app.com/public_html/login.php on line 132
[Mon Nov 26 12:45:43.360289 2018] [php7:error] [pid 739] [client 172.17.0.1:34814] PHP Fatal error:  Uncaught Error: Cannot use object of type stdClass as array in /var/www/html/volley-app.com/public_html/lib/dbq.php:181\nStack trace:\n#0 /var/www/html/volley-app.com/public_html/lib/dbq.php(104): get_shed_users('1', Object(mysqli))\n#1 /var/www/html/volley-app.com/public_html/lib/dbq.php(41): td_and_modal(Array, Object(mysqli))\n#2 /var/www/html/volley-app.com/public_html/index.php(7): get_alltraining(Object(mysqli))\n#3 {main}\n  thrown in /var/www/html/volley-app.com/public_html/lib/dbq.php on line 181
[Mon Nov 26 12:45:46.347057 2018] [php7:notice] [pid 736] [client 172.17.0.1:34850] PHP Notice:  Undefined variable: _SESSION in /var/www/html/volley-app.com/public_html/login.php on line 132
[Mon Nov 26 12:45:47.188033 2018] [php7:error] [pid 736] [client 172.17.0.1:34892] PHP Fatal error:  Uncaught Error: Cannot use object of type stdClass as array in /var/www/html/volley-app.com/public_html/lib/dbq.php:181\nStack trace:\n#0 /var/www/html/volley-app.com/public_html/lib/dbq.php(104): get_shed_users('1', Object(mysqli))\n#1 /var/www/html/volley-app.com/public_html/lib/dbq.php(41): td_and_modal(Array, Object(mysqli))\n#2 /var/www/html/volley-app.com/public_html/index.php(7): get_alltraining(Object(mysqli))\n#3 {main}\n  thrown in /var/www/html/volley-app.com/public_html/lib/dbq.php on line 181
